"Restaurant Depot #506",,"Customer# 50608066"
"3670 E Marginal Way South",,"THE BERLINER DONER KEBAB"
"Seattle, WA 98134",,"221,1ST AVE S"
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
4900005849,"COKE ZERO          12Z   ",1,0,$17.39
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
4900004422,"MEXICAN COKE       355ML ",1,0,$35.41
1,"SEATTLE SBT",1,0,$5.04
4900004422,"MEXICAN COKE       355ML ",1,0,$35.41
1,"SEATTLE SBT",1,0,$5.04
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$64.95
4900004897,"FANTA ORANGE       355ML ",1,0,$35.41
1,"SEATTLE SBT",1,0,$5.04
76069557443,"SPC OREGANO GREEK  24Z   ",1,0,$17.36
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.37
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.37
2700038251,"KETCHUP HUNTS      #10   ",0,1,$28.75
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$29.69
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.37
81442114043,"FORK MD BK WRP PP        ",1,0,$21.12
76069501732,"GLOVE VNL MD PF          ",0,1,$37.76
7959448947,"BAG BRN SOS 4#           ",1,0,$11.72
7959448947,"BAG BRN SOS 4#           ",1,0,$11.72
7959448951,"BAG BRN SOS 6#           ",1,0,$15.21
2060042760,"PD TOMATO 25LB XL        ",1,0,$17.99
2060042760,"PD TOMATO 25LB XL        ",1,0,$17.99
2060042760,"PD TOMATO 25LB XL        ",1,0,$17.99
2060042760,"PD TOMATO 25LB XL        ",1,0,$17.99
76069557484,"SPC PAPRIKA        4.5LB ",1,0,$16.10
4900004897,"FANTA ORANGE       355ML ",1,0,$35.41
1,"SEATTLE SBT",1,0,$5.04
72181008981,"PAPER WRAP-NK1516        ",0,1,$120.09
4900004897,"FANTA ORANGE       355ML "," -1",0," -$35.41"
1,"SEATTLE SBT"," -1",0," -$5.04"
7934102213,"TORT WHT GRDITA13""       ",0,1,$41.47
8437004591432,"PD GARLIC SPAINPLD       ",1,0,$16.19
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$17.97
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$17.97
3022301150,"PD SPINACH CLEAN         ",0,1,$19.75
20796680000,"BF HAL CHUCK ROLL        ",51.4,0,$233.36
20796680000,"BF HAL CHUCK ROLL        ",63.4,0,$287.83
20796680000,"BF HAL CHUCK ROLL        ",63.4,0," -$22.96"
20798580000,"BF HAL RIBEYE      NEB   ",54.6,0,$474.47
20796680000,"BF HAL CHUCK ROLL        ",57.2,0,$248.25
2060043858,"PD LETT ROMAINE HT       ",0,1,$40.30
2060043858,"PD LETT ROMAINE HT       ",0,1,$40.30
2060043858,"PD LETT ROMAINE HT       ",0,1,$40.30
2060043858,"PD LETT ROMAINE HT       ",0,1,$40.30
2060043858,"PD LETT ROMAINE HT       ",0,1,$40.30
2060035413,"PD CUCUMBER SEL 72       ",1,0,$24.28
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$24.59
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$24.59
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$24.59
20795020000,"CHX HAL THIGH CVP        ",40,0,$70.40
20713500000,"LAMB GROUND              ",10,0,$51.80
20713500000,"LAMB GROUND              ",10,0,$51.80
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$24.59
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$24.59
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$24.59
0,Sub-Total,0,0,"$3,273.30"
0,Tax,0,0,$3.87
0,Total,0,0,"$3,277.17"
0,"AMEX 3009",0,0,"$3,277.17"
0,Balance,0,0,$0.00

"Invoice: ","24454 Terminal: 15","05/22/2023 10:08 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
20776820000,"CHX THIGH MEAT CVP       ",40,0,$66.80
0,Sub-Total,0,0,$534.40
0,Tax,0,0,$0.00
0,Total,0,0,$534.40
0,"AMEX 3009",0,0,$534.40
0,Balance,0,0,$0.00

"Invoice: ","24449 Terminal: 60","05/22/2023 8:56 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0," -$474.47"
7959448953,"BAG BRN SOS 8#           ",1,0,$22.47
7959448953,"BAG BRN SOS 8#           ",1,0,$22.47
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$6.58
4900005847,"DIET COKE          12Z   ",1,0,$18.26
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$19.44
76069503458,"LNR 38X58 17M NAT        ",1,0,$50.26
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
1159430001,"TIMS HAW MIX PACK        ",1,0,$19.40
1159430001,"TIMS HAW MIX PACK        ",1,0,$19.40
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$68.20
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.26
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.26
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
76069501659,"FOIL ROLL 18X1000        ",1,0,$43.45
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$31.17
74243404471,"PEPPER BAN RNGMIL        ",0,1,$28.54
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
2060079278,"PD TOMATO ROMA XL        ",1,0,$21.02
2060079278,"PD TOMATO ROMA XL        ",1,0,$21.02
2060079278,"PD TOMATO ROMA XL        ",1,0,$21.02
2060079278,"PD TOMATO ROMA XL        ",1,0,$21.02
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$66.15
2060042512,"PD GARLIC SPAINPLD       ",0,1,$59.35
2060035413,"PD CUCUMBER SEL 72       ",1,0,$30.20
2060035413,"PD CUCUMBER SEL 72       ",1,0,$30.20
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$18.87
20713500000,"LAMB GROUND              ",10,0,$53.30
2060042597,"PD CABB RED 45LB         ",1,0,$58.44
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$2.61
2060042530,"PD LETT ROMAINE          ",1,0,$35.67
2060042530,"PD LETT ROMAINE          ",1,0,$35.67
2060042530,"PD LETT ROMAINE          ",1,0,$35.67
2060042530,"PD LETT ROMAINE          ",1,0,$35.67
2060042530,"PD LETT ROMAINE          ",1,0,$35.67
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.40
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.40
20796680000,"BF HAL CHUCK ROLL        ",23.58,0,$107.05
20796680000,"BF HAL CHUCK ROLL        ",60.7,0,$275.58
20796680000,"BF HAL CHUCK ROLL        ",60.7,0," -$17.70"
20796680000,"BF HAL CHUCK ROLL        ",52.1,0,$225.60
20796680000,"BF HAL CHUCK ROLL        ",58.3,0,$252.43
20796680000,"BF HAL CHUCK ROLL        ",46.7,0,$202.22
76069501732,"GLOVE VNL MD PF          ",0,1,$39.65
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
0,Sub-Total,0,0,"$2,447.28"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$9.22
0,Total,0,0,"$2,456.50"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX9164",0,0,"$1,982.03"
0,Balance,0,0,$474.47

"Invoice: ","7463 Terminal: 13","05/30/2023 5:36 pm"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.37
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.37
0,Sub-Total,0,0,$88.74
0,Tax,0,0,$0.00
0,Total,0,0,$88.74
0,"AMEX 3009",0,0,$88.74
0,Balance,0,0,$0.00

"Invoice: ","7731 Terminal: 60","05/30/2023 8:46 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
3022301150,"PD SPINACH CLEAN         ",0,1,$20.62
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.20
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.20
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$3.14
61070809790,"PD HRB DILL 1LB          ",1,0,$5.59
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$6.58
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$22.54
2700038251,"KETCHUP HUNTS      #10   ",0,1,$29.82
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$68.20
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.20
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$19.44
2060042530,"PD LETT ROMAINE          ",1,0,$27.26
2060042530,"PD LETT ROMAINE          ",1,0,$27.26
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$18.87
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$18.87
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.20
72181004112,"BAG SANDWICH-DX18        ",1,0,$47.08
2060079278,"PD TOMATO ROMA XL        ",1,0,$27.29
2060079278,"PD TOMATO ROMA XL        ",1,0,$27.29
4900005849,"COKE ZERO          12Z   ",1,0,$18.26
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.26
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.26
59382,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.20
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.20
2060056266,"PD CUCUMBER HH BLK       ",1,0,$46.01
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.00
20796680000,"BF HAL CHUCK ROLL        ",17.7,0,$79.30
20796680000,"BF HAL CHUCK ROLL        ",21.64,0,$96.94
20796680000,"BF HAL CHUCK ROLL        ",15.61,0,$69.94
20796680000,"BF HAL CHUCK ROLL        ",57.7,0,$258.49
20796680000,"BF HAL CHUCK ROLL        ",57.7,0," -$23.66"
20713500000,"LAMB GROUND              ",10,0,$53.30
2060056266,"PD CUCUMBER HH BLK       "," -1",0," -$46.01"
2060035413,"PD CUCUMBER SEL 72       ",1,0,$30.72
0,Sub-Total,0,0,"$1,586.36"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$0.00
0,Total,0,0,"$1,586.36"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX2252",0,0,"$1,586.36"
0,Balance,0,0,$0.00

"Invoice: ","26660 Terminal: 60","06/19/2023 7:58 am"
UPC,Description,Unit,Case,Price
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
2060042530,"PD LETT ROMAINE          ",1,0,$21.96
2060042530,"PD LETT ROMAINE          ",1,0,$21.96
2060042530,"PD LETT ROMAINE          ",1,0,$21.96
7934122334,"WRPS DP12"" SPINACH 10CT  "," -1",0," -$4.52"
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$31.17
2060042530,"PD LETT ROMAINE          "," -3",0," -$65.88"
3338365165,"PD LETT ROMAINE HT       ",0,3,$88.26
20713500000,"LAMB GROUND              ",10,0,$52.20
20713500000,"LAMB GROUND              ",10,0,$52.20
0,Sub-Total,0,0,"$2,492.90"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$7.82
0,Total,0,0,"$2,500.72"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX0631",0,0,"$2,500.72"
0,Balance,0,0,$0.00
" -2","Previous Balance",0,0,$0.00
76069500470,"SPC PEPR CAYENNE         ",1,0,$16.94
76069557484,"SPC PAPRIKA        4.5LB ",1,0,$16.91
76069501732,"GLOVE VNL MD PF          ",0,1,$39.82
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.52
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.52
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.52
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
4900005847,"DIET COKE          12Z   ",1,0,$18.47
60205,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.47
60205,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
4900005849,"COKE ZERO          12Z   ",1,0,$18.47
60205,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$72.08
3520007553,"RICE PARBOIL CUBE  1/25# ",1,0,$17.56
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.09
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
4900004422,"MEXICAN COKE       355ML ",1,0,$35.20
1,"SEATTLE SBT",1,0,$5.04
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$26.41
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$26.41
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$26.41
78707400092,"PAPER WRAP 15X16         ",0,1,$102.85
8113700350,"TOWEL H/W WHT EMBS PS    ",1,0,$36.45
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.09
2060035413,"PD CUCUMBER SEL 72       ",1,0,$25.60
2060042760,"PD TOMATO 25LB XL        ",1,0,$19.83
2060042760,"PD TOMATO 25LB XL        ",1,0,$19.83
2060042760,"PD TOMATO 25LB XL        ",1,0,$19.83
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$8.53
61070809790,"PD HRB DILL 1LB          ",1,0,$5.59
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$75.60
20796680000,"BF HAL CHUCK ROLL        ",43.2,0,$209.52
20796680000,"BF HAL CHUCK ROLL        ",57.6,0,$279.36
20796680000,"BF HAL CHUCK ROLL        ",57.6,0," -$21.17"
20796680000,"BF HAL CHUCK ROLL        ",72,0,$334.08
2060042597,"PD CABB RED 45LB         ",1,0,$66.87
7934102213,"TORT WHT GRDITA13""       ",0,1,$43.54
3520007553,"RICE PARBOIL CUBE  1/25# "," -1",0," -$17.56"
7934122334,"WRPS DP12"" SPINACH 10CT  ",1,0,$4.52
7934122334,"WRPS DP12"" SPINACH 10CT  "," -3",0," -$13.56"
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
4150081938,"MUSTARD YLW FRENCH 4/105Z",0,1,$19.44

"Invoice: ","27097 Terminal: 60","06/25/2023 3:08 pm"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.35
20713500000,"LAMB GROUND              ",10,0,$52.20
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
20795020000,"CHX HAL THIGH CVP        ",40,0,$73.60
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
7959448947,"BAG BRN SOS 4#           ",1,0,$12.31
76069500330,"JUICE LEMON GAL    4/1GAL",1,0,$8.96
2670058502,"OIL CANOLA C/PRIDE 6/1GAL",1,0,$14.51
76069501237,"FORK PS BLK              ",1,0,$31.69
76069557443,"SPC OREGANO GREEK  24Z   ",1,0,$18.94
4800114545,"KNORR VEG LQD BASE       ",0,1,$59.01
1159430001,"TIMS HAW MIX PACK        ",1,0,$19.40
1159430001,"TIMS HAW MIX PACK        ",1,0,$19.40
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.40
1159448015,"TIMS VARIETY PACK  30CT  ",1,0,$19.40
4900005847,"DIET COKE          12Z   ",1,0,$18.47
60205,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
4900005849,"COKE ZERO          12Z   ",1,0,$18.47
60205,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.47
60205,"(Coupon) NO LONGER ON FILE",1,0," -$1.40"
1,"SEATTLE SBT",1,0,$7.35
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
7934102213,"TORT WHT GRDITA13""       ",0,1,$43.54
78707400092,"PAPER WRAP 15X16         ",0,1,$102.85
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$72.08
3520007554,"RICE PARBOIL CUBE  1/50# ",1,0,$31.17
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.09
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$44.09
76069500627,"ORANGE THUN CITRUS       ",0,1,$37.95
74243404471,"PEPPER BAN RNGMIL        ",0,1,$27.29
59997,"(Coupon) NO LONGER ON FILE",0,4,$0.00
76069500166,"TOM PUREE 1.06 ISB       ",0,1,$32.17
7934122334,"WRPS DP12"" SPINACH 10CT  ",0,1,$26.33
3022301150,"PD SPINACH CLEAN         ",0,1,$20.96
88264500004,"PD ONION YLW BAGS        ",1,0,$6.72
81865401172,"PDU LEMON 5#             ",1,0,$6.57
61070809790,"PD HRB DILL 1LB          ",1,0,$5.59
20796680000,"BF HAL CHUCK ROLL        ",56.3,0,$275.87
20796680000,"BF HAL CHUCK ROLL        ",56.3,0," -$11.82"
20796680000,"BF HAL CHUCK ROLL        ",56.7,0,$265.92
20796680000,"BF HAL CHUCK ROLL        ",60.7,0,$284.68
2060042760,"PD TOMATO 25LB XL        ",1,0,$22.66
2060042760,"PD TOMATO 25LB XL        ",1,0,$22.66
2060042760,"PD TOMATO 25LB XL        ",1,0,$22.66
8437004591449,"PD GARLIC SPAINPLD       ",0,1,$57.70
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$17.69
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$17.69
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$17.69
2060042530,"PD LETT ROMAINE          ",1,0,$23.92
2060042530,"PD LETT ROMAINE          ",1,0,$23.92
2060042530,"PD LETT ROMAINE          ",1,0,$23.92
2060035413,"PD CUCUMBER SEL 72       ",1,0,$25.60
76069500166,"TOM PUREE 1.06 ISB       ",0," -1"," -$32.17"
76069500166,"TOM PUREE 1.06 ISB       ",1,0,$6.58
0,Sub-Total,0,0,"$2,645.64"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$3.89
0,Total,0,0,"$2,649.53"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX3807",0,0,"$2,648.53"
0,Balance,0,0,$1.00

"Invoice: ","4357 Terminal: 13","06/26/2023 8:27 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
72906299119,"PDU ITALIAN PARSLE Y     ",1,0,$8.13
0,Sub-Total,0,0,$8.13
0,Tax,0,0,$0.00
0,Total,0,0,$8.13
0,"AMEX 3009",0,0,$8.13
0,Balance,0,0,$0.00

"Invoice: ","27660 Terminal: 60","07/03/2023 10:18 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
4900004791,"FANTA ORANGE MEX   500ML ",1,0,$37.20
1,"SEATTLE SBT",1,0,$7.10
4900004791,"FANTA ORANGE MEX   500ML ",1,0,$37.20
1,"SEATTLE SBT",1,0,$7.10
4900004791,"FANTA ORANGE MEX   500ML ",1,0,$37.20
1,"SEATTLE SBT",1,0,$7.10
4900004791,"FANTA ORANGE MEX   500ML ",1,0,$37.20
1,"SEATTLE SBT",1,0,$7.10
4900005849,"COKE ZERO          12Z   ",1,0,$18.76
4900005846,"COKE CLASSIC       12Z   ",1,0,$18.76
1,"SEATTLE SBT",1,0,$7.35
76069502959,"CONT#3 TO GO KRAFT 64Z   ",1,0,$72.08
2700038251,"KETCHUP HUNTS      #10   ",0,1,$29.82
76069500351,"MAYO CHEFS QUALITY 4GL   ",1,0,$46.59
74243404471,"PEPPER BAN RNGMIL        ",0,1,$28.54
7218100405,"BAG SANDWICH-PB18        ",1,0,$44.86
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$21.16
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$25.94
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$25.94
30223023791,"PD CABB RED SHRD         ",1,0,$9.81
30223023791,"PD CABB RED SHRD         ",1,0,$9.81
3022302670,"PD CABB RED SHRD         ",0,1,$30.49
2060042530,"PD LETT ROMAINE          ",1,0,$26.04
20796680000,"BF HAL CHUCK ROLL        ",48.2,0,$236.18
20796680000,"BF HAL CHUCK ROLL        ",69.6,0,$341.04
20796680000,"BF HAL CHUCK ROLL        ",69.6,0," -$24.74"
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
2060035413,"PD CUCUMBER SEL 72       ",1,0,$26.19
2060042530,"PD LETT ROMAINE          ",1,0,$26.04
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$16.82
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$61.91
20713500000,"LAMB GROUND              ",10,0,$49.90
2060042760,"PD TOMATO 25LB XL        ",1,0,$25.87
2060042760,"PD TOMATO 25LB XL        ",1,0,$25.87
2060042760,"PD TOMATO 25LB XL        ",1,0,$25.87
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$25.94
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$25.94
2060042530,"PD LETT ROMAINE          ",1,0,$26.04
30223023791,"PD CABB RED SHRD         ",1,0,$9.81
30223023791,"PD CABB RED SHRD         "," -1",0," -$9.81"
4900004791,"FANTA ORANGE MEX   500ML "," -4",0," -$148.80"
1,"SEATTLE SBT"," -4",0," -$28.40"
30223023791,"PD CABB RED SHRD         "," -2",0," -$19.62"
30223023791,"PD CABB RED SHRD         ",1,0,$9.81
30223023791,"PD CABB RED SHRD         ",1,0,$9.81
0,Sub-Total,0,0,"$1,612.02"
0,"Delivery Charge",0,0,$0.00
0,Tax,0,0,$0.00
0,Total,0,0,"$1,612.02"
0,"ONLINE PAY XXXXXXXXXXXXXXXXXXXX6724",0,0,"$1,612.02"
0,Balance,0,0,$0.00

"Invoice: ","28327 Terminal: 60","07/10/2023 8:38 am"
UPC,Description,Unit,Case,Price
" -2","Previous Balance",0,0,$0.00
75321474134,"PD TOFU EXTRA FIRM       ",0,1,$16.82
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.07
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.07
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.07
2060035413,"PD CUCUMBER SEL 72       ",1,0,$20.95
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.07
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.07
76069501695,"YOG DAHI W/M JF    5#    ",0,1,$27.07
3022301150,"PD SPINACH CLEAN         ",0,1,$20.96
74069565165,"PD LETT ROMAINE HT       ",0,1,$27.25
74069565165,"PD LETT ROMAINE HT       ",0,1,$27.25
74069565165,"PD LETT ROMAINE HT       ",0,1,$27.25
74069565165,"PD LETT ROMAINE HT       ",0,1,$27.25
2060079278,"PD TOMATO ROMA XL        ",1,0,$25.17
2060079278,"PD TOMATO ROMA XL        ",1,0,$25.17
20796680000,"BF HAL CHUCK ROLL        ",56.8,0,$278.32
20796680000,"BF HAL CHUCK ROLL        ",56.8,0," -$11.93"
20796680000,"BF HAL CHUCK ROLL        ",50.1,0,$234.97
20796680000,"BF HAL CHUCK ROLL        ",56.1,0,$263.11
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
60688610845,"CHZ FETA CRUMB ITH 5#    ",0,1,$61.91
20713500000,"LAMB GROUND              ",10,0,$49.90
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
20795020000,"CHX HAL THIGH CVP        ",40,0,$76.80
76069502439,"PLATE PULP 9"" WHT        ",1,0,$17.51
76069502889,"PAN S/TBL 1/2DP    SUNSET",1,0,$11.87
78931354001,"SINK STRAINR LARGE       ",1,0,$6.37
78931354001,"SINK STRAINR LARGE       ",1,0,$6.37
78931354001,"SINK STRAINR LARGE       ",1,0,$6.37
78931354001,"SINK STRAINR LARGE       ",1,0,$6.37
76069503458,"LNR 38X58 17M NAT        ",1,0,$65.51
